smiles,log2VDss
N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc2ccc(cc2)O)CCCNC(=N)N)Cc2ccccc2)CO)CC(=O)N)CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)CC(C)C)CCCNC(=N)N)CCCNC(=N)N)CO)CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC1=O)CC(C)C)CO)CCC(=O)N)[C@@H](C)CC)CCCNC(=N)N)CC(=O)O)CCSC)CCCNC(=N)N)Cc1ccccc1,-2.321928094887362
c1cn(c(=O)nc1N)[C@H]2CO[C@H](S2)CO,0.23878685958711648
c1cn(c(=O)nc1N)[C@@H]2CO[C@@H](S2)CO,-0.25153876699596445
O[C@@H]1C[C@@](C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)(OC(=O)\C=C\c3ccc(O)c(O)c3)C(=O)O,-0.3400754415976217
C1([C@@H]2[C@@]3([C@@]([C@@H]4[C@@H]([C@@]5(CC[C@@H](O[C@@H]6O[C@@H](C)[C@@H]([C@@H](C6)O)O[C@@H]6O[C@@H](C)[C@@H]([C@@H](C6)O)O[C@@H]6O[C@@H](C)[C@@H]([C@@H](C6)O)O)C[C@@H]5CC4)C)CC3)(C[C@@H]2OC(=O)C)O)C)=CC(=O)OC1,-0.3584539709124763
[H]N([H])C1(CC1)C(=O)O[H],-0.4540316308947075
C1[C@@](C[C@H]([C@H]([C@@H]1OC(\C=C\c1cc(c(cc1)O)O)=O)OC(\C=C\c1cc(c(cc1)O)O)=O)O)(C(=O)O)O,-0.6665762662748083
O[C@@H]1[C@@H](C[C@](O)(C[C@H]1OC(=O)\C=C\c2ccc(O)c(O)c2)C(=O)O)OC(=O)\C=C\c3ccc(O)c(O)c3,2.269033146455237
N([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O[C@@H]2[C@@H](CC[C@@H](O2)[C@@H](C)N)N)[C@@H]1O)N)O)O)(C)C(CN)=O,-1.8889686876112561
CC(C)N(CC[C@H](C(C=CC=C1)=C1)C1C(=CC=C(C=1)CO)O)C(C)C,1.269033146455237
[H]N([H])c1c2c(c3ccccc3n1)n(CCCCN([H])S(C)(=O)=O)c(CC)n2,1.632268215499513
Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,-0.25153876699596445
COc1cc2CCN(Cc2cc1OC)c3cc(N)c4cc(OC)c(OC)cc4n3,2.655351828612554
CN(C)Cc1c2ccccc2oc1C(=O)NCCOc3ccc(cc3)C(=O)NO,1.3785116232537298
OS(=O)(=O)CCCNC(=O)C,-1.7369655941662063
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]3C=C(CO)[C@@H](O)[C@H](O)[C@H]3O,-1.6438561897747246
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,0.765534746362977
CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1,0.925999418556223
[H]OC1=C(C(=O)Oc2ccccc12)[C@H](CC(C)=O)c1ccc(cc1)[N+]([O-])=O,-2.0588936890535687
CC(=O)Nc1ccc(O)cc1,0.0
CC(=O)Nc1nnc(s1)S(=O)(=O)N,-1.434402824145775
CC(=O)N[C@@H](CS)C(=O)O,-0.862496476250065
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,3.0531113364595623
CC(=O)Oc1ccccc1C(=O)O,-2.1844245711374275
CSCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)NCC(=O)O)N,-0.4540316308947075
N[C@@H]([C@@H]1CC(=NO1)Cl)C(=O)O,-1.0
c1ccc(cc1)OCCC[N+]23CCC(CC2)[C@H](C3)OC(=O)C(c4cccs4)(c5cccs5)O,2.1043366598147357
CC(C)N(CC[C@@]1(C(N=C(C)N2CCCC[C@H]12)=O)c1ccccc1)C(C)C,-0.7858751946471527
NC1=Nc2c(ncn2COCCO)C(=O)N1,-0.4941090702700427
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,-1.2515387669959646
CN(C)Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,-0.029146345659516508
Cc1c2ccccc2oc1CN(C)C(=O)/C=C/c3cc4c(nc3)NC(=O)CC4,-1.2175914350726267
C(c1c(cc(cc1)CC(=O)N[C@@H](CC(C)C)c1c(cccc1)N1CCCCC1)OCC)(=O)O,-1.8365012677171204
CC[C@@H]1[C@H](N2[C@H]3CC1C4[C@@H]2CC5([C@H]3N(c6c5cccc6)C)[C@@H]4O)O,2.0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.925999418556223
OC\C=C/1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C5=CN6[C@H]7C(=CN([C@H]35)c8ccccc48)[C@H]9C[C@H]%10[C@@]7(CC[N@@+]%10(CC=C)C/C/9=C/CO)c%11ccccc6%11,-1.6438561897747246
CCc1cc2c(cc1N3CCC(CC3)N4CCOCC4)C(c5c(c6ccc(cc6[nH]5)C#N)C2=O)(C)C,2.6667565918848033
C(P(O)(O)=O)(P(O)(O)=O)(CCCN)O,-1.5994620704162712
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,-1.15200309344505
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,0.5849625007211562
N(c1c(cccc1Cl)Cl)(C=1NCCN1)CC=C,1.4436066514756147
COc1cc2nn[nH]c2cc1C(=O)NCC3CCCN3CC=C,0.6780719051126377
O=C1NC=Nc2[nH]ncc12,-0.7858751946471527
C(N1CCN(c2nc(nc(n2)NCC=C)NCC=C)CC1)(c1ccc(F)cc1)c1ccc(F)cc1,5.144454313926194
C(c1ccc(cc1)OC[C@@H](C[N@@](CCC[S@@](=O)CCC)CC)O)#N,0.8479969065549501
CNC(=O)C(N1CCC2=C(C=C(OC)C(OC)=C2)[C@@H]1CCC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,3.2854022188622483
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,1.1375035237499351
Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,0.13750352374993502
C1C[N@@]([C@@H](C1)CNC(c1c(cc(c(c1)S(NC)(=O)=O)N)OC)=O)CC=C,1.2016338611696504
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,-0.3219280948873623
CC(C)NCC(O)COc1ccccc1CC=C,1.6780719051126378
CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,1.2630344058337937
C[C@H]1CN(CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)O,-1.2175914350726267
NC12CC3CC(CC(C3)C1)C2,2.722466024471091
CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,-1.434402824145775
c1c(cc([n+](n1)c1ccccc1)OC)N,2.0
C(SP(O)(O)=O)CNCCCN,-3.473931188332412
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,-2.643856189774725
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(N)cccc5nc34)C2=O,1.1375035237499351
NCCCCCC(=O)O,-1.3584539709124763
NCC(CCC(O)=O)=O,-3.0588936890535687
Nc1ccc(O)c(c1)C(=O)O,-1.5994620704162712
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,5.906890595608519
O1[C@H]2[C@@H]([C@H]([C@H]1[C@H](O)CO)OCCCN(C)C)OC(C)(C)O2,0.056583528366367514
CN(C)CCC=C1c2ccccc2CCc3ccccc13,3.1210154009613658
