smiles,log2VDss
c1c(c(cc(c1Cl)N)OCC2CC2)C(=O)NC3CN4CCC3CC4,2.37851162325373
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.48542682717024166
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(=O)O)s1,1.3785116232537298
NC(=O)c1csc(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1.2630344058337937
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,1.3219280948873624
c12c(cccc1cncc2)OCC(N[C@H](C(N[C@H]([C@@H](C(N1[C@@H](CSC1)C(NC(C)(C)C)=O)=O)O)Cc1ccccc1)=O)CSC)=O,3.3923174227787602
CN(C)C(=O)Oc1ccc[n+](C)c1,3.263034405833794
c12C(=NCC(=O)Nc1ccc(c2)Br)c1c(cccc1)Cl,-4.321928094887363
NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1,2.5360529002402097
C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N,1.584962500721156
c12c3c4c(ccc(c4O)O)C[C@H]1[N@@](CCc2ccc3)C,5.321928094887363
"S(=O)(=O)(O)OC[C@@H]1[C@H]([C@@H]([C@@H](NS(=O)(=O)O)[C@H](O1)OC)O)O[C@H]1[C@H](OS(=O)(=O)O)[C@H]([C@@H]([C@H](C(=O)O)O1)O[C@@H]1[C@H](NS(=O)(=O)O)[C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O)O)NS(=O)(=O)O)C(=O)O)OS(=O)(=O)O)O
",-3.8365012677171206
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4.247927513443585
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1.0
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,2.608809242675524
NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,0.6780719051126377
n1cc(cc2ccccc12)C(=O)Nc1c(cc(c(c1)OC)OC)C(=O)Nc1ccc(cc1)CC[N@@]1Cc2cc(c(cc2CC1)OC)OC,1.4854268271702418
CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,4.0
C([C@@H]1[C@H]([C@H](O)C[C@@H]1O)CC[C@H](CCc1ccccc1)O)\C=C\CCCC(OC(C)C)=O,2.7441610955704103
c1(c(cccc1)OC[C@@H](CNC(C)C)O)OCC=C,2.944858445807539
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C,3.4594316186372973
C(c1ccc(cc1)OC[C@@H](C[N@@](CCC[S@@](=O)CCC)CC)O)#N,3.4982508675278257
OC\C=C/1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C5=CN6[C@H]7C(=CN([C@H]35)c8ccccc48)[C@H]9C[C@H]%10[C@@]7(CC[N@@+]%10(CC=C)C/C/9=C/CO)c%11ccccc6%11,0.37851162325372983
C1(C=C[C@@]2([C@H]3[C@H](C[C@@]4([C@@]5([C@@H](C[C@@H]4[C@@H]3CCC2=C1)O[C@H](C1CCCCC1)O5)C(COC(C(C)C)=O)=O)C)O)C)=O,5.0574502721839
c1ccn(c2c(cc(Cc3c(nc(nc3)N)N)cc2OCC)OCC)c1,1.8073549220576042
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,-0.9714308478032291
